ID;title;description;content;item_from;item_type;item_source;permalink;tags;"ClassificaÁ„o da Obra";;"Tipo de Materia";"Ano de PublicaÁ„o";Autor;Ilustrador;Tradutor;EdiÁ„o;Editora;"SÈrie (ColeÁ„o)";"Local de PublicaÁ„o";ISBN/ISSN;"N˙mero de P·ginas";Resenha;Volume;PremiaÁ„o;Files
141;"Miss„o : assustar a irm„";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=141;;;;;;;;;;"Melhorament os";;;"85-06-03783-
2";;;;;
1273;"Joana e o pÈ de feij„o.";"Autor: Menezes, Silvana de. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1273;;;;;;;;;;Abacatte;;;"9788562549
779";|;;;;;
1274;"Minha casa azul.";"Autor: Serres, Alain. Cannard, EdmÈe. Bagno, Marcos. Ano:  2009,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1274;;;;;;;;;;"Comboio de Corda";;;"9788560820
351";|||;;;;;
1275;"Senda florida.";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1275;;;;;;;;;;"Editora Dedo de Prosa";;;"9788564333
031";|;;;;;
1276;Murundum.;"Autor: Chacal. Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1276;;;;;;;;;;"Companhia das Letras";;;"9788535921
687";|||;;;;;
1277;"O reino adormecido: peÁa de Leo Cunha, em 3 atos.";"Autor: Cunha, Leo. Neves, AndrÈ. Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1277;;;;;;;;;;"Galerinha Record";;;"9788501099
389";|;;;;;
1278;Mariana.;"Autor: Abreu, Ana Paula de. Brasil, Bruna Assis. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1278;;;;;;;;;;"Viajante do Tempo";;;"9788563382
337";|||;;;;;
1279;Flora.;"Autor: Vidal, Diana GonÁalves. Silva, Katya Helaine. Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1279;;;;;;;;;;"Fino Tra√ßo";;;"9788582541
427";|;;;;;
1280;"Foi assim que me contaram.";"Autor: Cornavaca, JosÈ Adalberto. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1280;;;;;;;;;;Paulus;;;"9788534941
228";|||;;;;;
1281;"A bola do vizinho.";"Autor: Matsushita, Raquel. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1281;;;;;;;;;;Positivo;;;"9788538592
549";|;;;;;
1282;"Hoje È amanh„?";"Autor: Ramos, Anna Claudia Zilberman, Ionit Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1282;;;;;;;;;"2. ed.";"Nova Fronteira";;;"978-85-209-
3235-3";|||;;;;;
1283;"Poesia matem·tica";"Autor: Fernandes, MillÙr Zigg, Ivan Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1283;;;;;;;;;"2. ed.";"Nova Fronteira";;;"978-85-209-
3741-9";|;;;;;
1284;"O tupi que vocÍ fala.";"Autor: Fragata, Claudio Negro, Mauricio. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1284;;;;;;;;;;Globo;;;"9788525059
642";|||;;;;;
1285;"A paca foi buscar ·gua";"Autor: Coimbra, Hebe Miadaira, Gilberto Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1285;;;;;;;;;;"Nova Fronteira";;;"978-85-209-
3663-4";|;;;;;
1286;"Olivia ajuda no Natal.";"Autor: Falconer, Ian.
Chaves, Deisa Chamahum. Ano:  2008,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1286;;;;;;;;;;Globo;;;"9788525045
003";|||;;;;;
1287;"Felizes para sempre: antologia de contos da SeleÁ„o.";"Autor: Cass, Kiera Clemente, Cristian.
Suy, Sandra. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1287;;;;;;;;;;Seguinte;;;"9788565765
619";|;;;;;
1288;"Para os pequenos.";"Autor: Loureiro, Maristela Tatit, Ana. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1288;;;;;;;;;;"Editora Melhorament os";;;"9788506077
702";|||;;;;;
1289;"Passos no por„o.";"Autor: Cavalcanti, Maria Clara Silva, Luis. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1289;;;;;;;;;;"Escrita Fina";;;"9788583130
345";|;;;;;
1290;Desequilibristas.;"Autor: Maltez, Manu Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1290;;;;;;;;;;Peir√≥polis;;;"9788575963
432";|||;;;;;
1291;"Brincar com as palavras.";"Autor: Letria, JosÈ Jorge. Amstalden, Silvia. Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1291;;;;;;;;;;Peir√≥polis;;;"9788575962
558";|;;;;;
1292;"A arma de um Jedi: uma aventura de Luke Skywalker.";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1292;;;;;;;;;;Seguinte;;;"9788565765
817";|||;;;;;
1293;"A miss„o do contrabandista: uma aventura de Han Solo e Chewbacca.";"Autor: Rucka, Greg. Czarnobai, AndrÈ.
Noto, Phil. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1293;;;;;;;;;;Seguinte;;;"9788565765
800";|;;;;;
1294;"Alvo em movimento: uma aventura da princesa Leia.";"Autor: Castellucci, Cecil Assis, …rico. Noto, Phil.
Fry, Jason. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1294;;;;;;;;;;Seguinte;;;"9788565765
824";|||;;;;;
1295;"Estrelas perdidas.";"Autor: Gray, Claudia Fernandes, F·bio.
Oliboni, ZÈ. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1295;;;;;;;;;;Seguinte;;;"9788565765
831";|;;;;;
1296;"Fui ‡ fonte buscar ·gua";"Autor: Veneza, MaurÌcio Brasil, Bruna Assis Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1296;;;;;;;;;;Positivo;;;"978-85-3857-
905-2";|||;;;;;
1297;"Quem conta um conto aumenta um ponto : histÛrias criadas a partir de ditados populares";"Autor: Azevedo, Bel AssunÁ„o Magalh„es, SÙnia Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1297;;;;;;;;;;Aut√™ntica;;;"978-85-8217-
338-1";|;;;;;
1298;"O anivers·rio dos homenzinhos";"Autor: Õndigo Rando, Silvana Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1298;;;;;;;;;;"Dedo de prosa";;;"978-85-
64369-06-1";|||;;;;;
1299;"Uma jornada para Deus.";"Autor: Jensen, Louis Lemos, EloÌsa Dickmeiss, Otto. Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1299;;;;;;;;;;Edelbra;;;"9788536011
479";|;;;;;
1300;"O menino que lia nuvens";"Autor: Viveiros, Ricardo C·rcamo Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1300;;;;;;;;;;Gaivota;;;"978-85-
64816-55-8";|||;;;;;
1301;"BrasÌlia, uma viagem no tempo.";"Autor: Martins, Eliana Araujo, Daniel. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1301;;;;;;;;;;"Editora do Brasil";;;"9788510059
930";|;;;;;
1302;"Encontros folclÛricos de Benito FolgaÁa.";"Autor: Gomes, Alexandre de Castro
Casal, Samuel. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1302;;;;;;;;;;"Editora do Brasil";;;"9788510060
202";|||;;;;;
1303;"A secretescrita e o desafio decifradÛrico";"Autor: Bonecos, Francisco Marques VÌrgula Chico dos Resek, Joana Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1303;;;;;;;;;;Peir√≥polis;;;"978-85-
75963-37-1";|;;;;;
1304;"Cookie com caldo de picles.";"Autor: Sternberg, Julie. Rezende, Silvia. Cordell, Matthew. Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1304;;;;;;;;;;"Editora Gutenberg";;;"9788589239
172";|||;;;;;
1305;"Os animais fant·sticos.";"Autor: Letria, JosÈ Jorge Letria, AndrÈ. Ano:  2008,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1305;;;;;;;;;;Peir√≥polis;;;"9788575961
445";|||||;;;;;
1306;"Jardim de Versos";"Autor: Stevenson, Robert Louis Cademartori, Ligia Pirillo, Marilia Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1306;;;;;;;;;;FTD;;;"978-85-322-
7997-2";;;;;;
1307;Lulu.;"Autor: Carpinejar, FabrÌcio Riglietti, Serena. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1307;;;;;;;;;;Edelbra;;;"9788566470
703";|||||;;;;;
1308;"O macaco que calculava";"Autor: flora, Anna Martins, Cl·udio Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1308;;;;;;;;;;"Formato Editorial";;;"978-85-7208-
823-7";;;;;;
1309;"Para onde vai?";"Autor: Porto, Cristina, Branca, TenÍ de Casa, Ano:  1986,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1309;;;;;;;;;;FTD;;;;|||;;;;;
1310;"Vou l· buscar a noite e j· volto";"Autor: Ventura, Susana Ramos Starkoff, Vanina Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1310;;;;;;;;;;"Berlendis & Vertechia";;;"978-85-7723-
065-5";;;;;;
1311;"Jo„o e o pÈ de feij„o.";"Autor: Walker, Richard Sharkey, Niamh. Ano:  2006,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1311;;;;;;;;;;Girafinha;;;"8599520090
1";;;;;;
1312;"O pirata e o farmacÍutico.";"Autor: Stevenson, Robert Louis Brand„o, Eduardo.
Wagenbreth, Henning. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1312;;;;;;;;;;"Companhia das Letrinhas";;;"9788574066
424";||||;;;;;
1313;"A incrÌvel histÛria do Dr.
Augusto Ruschi, o naturalista e os sapos venenosos.";"Autor: Tatit, Paulo. Derdyk, Edith. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1313;;;;;;;;;;"Melhorament os";;;"9788506073
766";;;;;;
1314;"Todas as coisas querem ser outras coisas.";"Autor: Wierzchowski, Leticia.
Neves, Virgilio. Ano:  2006,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1314;;;;;;;;;;Record;;;850107795x;||||;;;;;
1315;"A mulher gigante da casa 88.";"Autor: Kockere, Geert De Amaral, Cristiano Zwiesele do.
Vermeire, Kaatje. Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1315;;;;;;;;;;"Pulo do Gato";;;"9788564974
098";;;;;;
1316;"Deu a louca no guarda- roupa";"Autor: Ribeiro, Jonas SzÈliga, M·rcia Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1316;;;;;;;;;;Paulinas;;;"85-356-0381-
6";|||;;;;;
1317;"Tanto mar.";"Autor: Levy, Tatiana Salem Sandoval, AndrÈs. Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1317;;;;;;;;;;"Galerinha Record";;;"9788501100
658";;;;;;
1318;"Cavaleiros das sete luas";"Autor: QueirÛs, Bartolomeu Campos
Vaz, Paulo Bernardo Ferreira Ano:  1993,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1318;;;;;;;;;"7. ed.";Miguilim;;;;;;;;;
1319;"L· em cima na ·rvore";"Autor: Atwood, Margaret Vigna, Elvira Ano:  2009,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1319;;;;;;;;;;"Rocco Pequenos Leitores";;;"978-85-
62500-04-6";|||;;;;;
1320;I;"Autor: Barbosa, RogÈrio Andrade Fittipaldi, CiÁa Ano:  1988,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1320;;;;;;;;;"2. ed.";"Melhorament os";;;"85-06-01127-
2";;;;;;
1321;"O pintinho do vizinho";"Autor: Bandeira, Pedro Ano:  1985,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1321;;;;;;;;;;Moderna;;;;;;;;;
1322;"Uma histÛria de rabos presos";"Autor: Rocha, Ruth Brito, Carlos Ano:  1989,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1322;;;;;;;;;"3. ed.";Salamandra;;;;||||;;;;;
1323;"Machado de Assis";"Autor: Rosa, Nereide S. Santa Arag„o Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1323;;;;;;;;;;Callis;;;"85-7416-054-
7";;;;;;
1324;"Sapo-vira-rei-vira-sapo: a volta do reizinho mand„o";"Autor: Rocha, Ruth Ono, Walter Ano:  1983,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1324;;;;;;;;;"15. ed.";Salamandra;;;"85-281-0107- X";||||;;;;;
1325;"Dois idiotas sentados cada qual no seu barril...";"Autor: Rocha, Ruth Jaguar Ano:  1983,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1325;;;;;;;;;"6. ed.";"Nova Fronteira";;;;;;;;;
1326;"Viagem ‡s terras de Portugal.";"Autor: Santos, JosÈ. Cruz, Afonso. Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1326;;;;;;;;;;Peir√≥polis;;;"9788575962
404";||||;;;;;
1327;"A eleiÁ„o da crianÁada";"Autor: Bandeira, Pedro Soud, RogÈrio Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1327;;;;;;;;;;"Melhorament os";;;"85-06-04002-
7";;;;;;
1328;"Nenhum peixe aonde ir.";"Autor: HÈbert, Marie-Francine Nadeau, Janice.
Borges, Maria Luiza X. de A. Ano:  2006,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1328;;;;;;;;;;"Edi√ß√µes SM";;;8576750376;||||;;;;;
1329;"Mensagem para o rei.";"Autor: Dias, Christina Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1329;;;;;;;;;;"Escrita Fina";;;"9788583130
406";;;;;;
1330;"Sentimentos: achados e perdidos.";"Autor: Jaf, Ivan.
Aguiar, Luiz Antonio. Carrascoza, Jo„o Anzanello.
Souza, Shirley. Braff, Menalton. Kupstas, Marcia. Drewnick, Raul.
Campos, Carmen Lucia.
Amstalden, Silvia. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1330;;;;;;;;;;"Editora do Brasil";;;"9788510060
240";|||;;;;;
1331;"U'Yara, rainha amazona.";"Autor: Patriota, Margarida. Bollini, Juliana. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1331;;;;;;;;;;Saraiva;;;"9788502225
138";;;;;;
1332;"Isabela no reino da fantasia";"Autor: Baptista, Cristine Pinheiro, Cintia Ano:  1997,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1332;;;;;;;;;;"Ao Livro T√©cnico";;;"85-215-0804-
2";;;;;;
1333;"CadÍ o ovo?";"Autor: CarrÈra, Cl·udia Lacerda, Leninha Ano:  1997,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1333;;;;;;;;;"3. ed.";Scipione;;;"85-262-2181-
7";|||;;;;;
1334;"Di·rio de classe";"Autor: QueirÛs, Bartolomeu Campos de Ano:  2003,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1334;;;;;;;;;"2. ed.";Moderna;;;"85-16-06518-
2";;;;;;
1335;"A ponte";"Autor: Brand„o, Ildeu Ono, Walter Ano:  1987,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1335;;;;;;;;;;FTD;;;;;;;;;
1336;I;;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1336;;;;;;;;;;FTD;;;"85-322-3744-
4";|||;;;;;
1337;"Curupira: o guardi„o da floresta.";"Autor: Crespo, Marlene Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1337;;;;;;;;;;Peir√≥polis;;;"9788575962
428";;;;;;
1338;"Perseu e as GÛrgonas";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1338;;;;;;;;;;FTD;;;"85-322-3745-
2";;;;;;
1339;"Teseu e o minotauro";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1339;;;;;;;;;;FTD;;;"85-322-3743-
6";||||;;;;;
1340;"O tribunal dos bichos: uma f·bula em defesa dos animais";"Autor: Berna, Vilmar Lee, Myoung Youn Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1340;;;;;;;;;"2. ed.";Paulus;;;"85-349-0722-
6";;;;;;
1341;"P·ris e Helena";"Autor: Bernardino, Adriana Holanda, Salatiel de Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1341;;;;;;;;;;FTD;;;"85-322-2121-
1";|||;;;;;
1342;"HÈrcules e os doze trabalhos";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1342;;;;;;;;;;FTD;;;"85-322-3747-
9";;;;;;
1343;"NoÁıes de coisas";"Autor: Robeiro, Darcy Ziraldo Ano:  1999,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1343;;;;;;;;;"4. ed.";FTD,;;;;;;;;;
1344;"A roupa nova do rei";"Autor: Bandeira, Pedro Iwashita, CecÌlia Coelho, Nelly Novaes Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1344;;;;;;;;;"2. ed.";Moderna;;;"85-16-01465-
7";||||;;;;;
1345;"As crÙnicas de Fiorella.";"Autor: Martinelli, Vanessa.
Irustra, Carla. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1345;;;;;;;;;;Saraiva;;;"9788502634
794";;;;;;
1346;"Bal„o de couro";"Autor: Neves, LibÈrio Verdolin Filho, Ferruccio Ano:  1990,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1346;;;;;;;;;;RHJ;;;;||||;;;;;
1347;"O curumim";"Autor: Bellinghausen, Ingrid Biesemeyer Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1347;;;;;;;;;;DCL;;;"85-7338-952-
4";;;;;;
1348;"Filomeno: o gatinho que aprendeu a amar";"Autor: Bezerra, Isadora Emmanuel, Paulo Ano:  2002,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1348;;;;;;;;;;EME;;;;||||;;;;;
1349;Desastreliques;"Autor: Belinky, Tatiana Romanelli, Liliane Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1349;;;;;;;;;;"Jos√© Olympio";;;"85-03-00692-
8";;;;;;
1350;Curto-circuito;"Autor: Belinky, Tatiana Zigg, Ivan Ano:  2001,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1350;;;;;;;;;;"Editora do Brasil";;;"85-10-03036-
7";||||;;;;;
1351;"Saladinha de queixas";"Autor: Belinky, Tatiana Osnei Ano:  1991,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1351;;;;;;;;;"5. ed.";Moderna;;;;;;;;;
1352;"Aracne: o eterno tecer";"Autor: Bernardino, Adriana Holanda, Salatiel de Ano:  1997,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1352;;;;;;;;;;FTD;;;"85-322-2679-
5";|||;;;;;
1353;Esconde-esconde.;"Autor: Esconde-esconde. Havir, StÈphanie. Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1353;;;;;;;;;;"Berlandis & Vertecchia";;;"9788577230
532";;;;;;
1354;"Dindi: a estrela da constelaÁ„o cadÍncia";"Autor: Borges, Liliane Batista Santos, Michele Xavier dos Oliveira, M·rcio de Ano:  1995,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1354;;;;;;;;;;"Ponto e V√≠rgula";;;;;;;;;
1355;"O ovo";"Autor: Borges, RogÈrio Ano:  1987,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1355;;;;;;;;;;Kuarup;;;"85-269-0070-
6";||||;;;;;
1356;"A RevoluÁ„o Francesa passo a passo.";"Autor: DhÙtel, GÈrard Simıes, Julia da Rosa.
Nikol. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1356;;;;;;;;;;"Claro Enigma";;;"9788581661
223";;;;;;
1357;"HistÛrias amareladas.";"Autor: Rosa, Sonia Simonin, Anna B·rbara. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1357;;;;;;;;;;Rovelle;;;"9788582750
087";||||;;;;;
1358;ContradanÁa;"Autor: Mello, Roger Ano:  2011,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1358;;;;;;;;;;"Companhia das Letrinhas";;;"9788574064
482";;;;;;
1359;"A ilha";"Autor: Abreu, Jo„o Gomes de Kono, Yara Ano:  ,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1359;;;;;;;;;;;;;"978-85-8205-
178-8";||||;;;;;
1360;"O gato e o mar.";"Autor: Nassif, MaÌra Mesquita, ThaÌs. Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1360;;;;;;;;;;"Fino Tra√ßo";;;"9788580541
359";;;;;;
1361;"Caixa surpresa.";"Autor: Carneiro, Angela. Schubach, Taline. Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1361;;;;;;;;;"16. ed.";"Nova Fronteira";;;"9788852093
6160";|||;;;;;
1362;"A Bela Adormecida no bosque";"Autor: Grimm, Irm„os Belinky, Tatiana Soares Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1362;;;;;;;;;"5. ed.";Paulus;;;"85-349-0797-
8";;;;;;
1363;"De m„os dadas";"Autor: Barbosa, Isabella de Castro Julianele, Regina Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1363;;;;;;;;;;"Ao Livro T√©cnico";;;"85-215-0919-
7";;;;;;
1364;"Medroso! Medroso!";"Autor: Belinky, Tatiana Alcy Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1364;;;;;;;;;"8. ed.";√Åtica;;;"85-08-00629-
2";||||;;;;;
1365;"Quem parte e reparte";"Autor: Belinky, Tatiana Haddad, Mari‚ngela Ano:  1999,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1365;;;;;;;;;"5. ed.";FTD;;;"85-322-1118-
6";;;;;;
1366;"Quem parte e reparte";"Autor: Belinky, Tatiana Haddad, Mari‚ngela Ano:  1994,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1366;;;;;;;;;;FTD;;;"85-322-1118-
6";||||;;;;;
1367;"Natureza maluca";"Autor: Bittencourt, Edgard Ano:  1995,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1367;;;;;;;;;;"Martins Fontes";;;"85-336-0453- X";;;;;;
1368;"O mar de Mariana";"Autor: Borges, RogÈrio Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=1368;;;;;;;;;"3. ed.";Scipione;;;"85-262-1687-
2";||||;;;;;
